Tenant_ID,Tenant_Name,Email,Phone,Lease_ID,Property_Name,Unit_Number,Lease_Start,Lease_End,Monthly_Rent,Arrears_Amount,Due_Date,Property_Address,City,State,Country,Postal_Code,Payment_Method,Transaction_Status,Days_Overdue
TEN4871,Elizabeth Page,juliehickman@yahoo.com,955-576-6015x70738,LEASE4371,Butler LLC,Unit 92,2022-04-27,2026-08-13,1232.29,2900.18,2025-03-18,"40191 Schneider Overpass, North Jessicaberg, VA 87377",East Patriciafurt,Idaho,Brazil,61736,Standing Order,Completed,65
TEN4872,Roger Davis,gcummings@wright-obrien.info,+1-304-765-5294x87218,LEASE4372,"Miller, Thompson and Edwards",Unit 10,2021-07-25,2027-01-22,2253.84,751.54,2025-03-23,"961 Miller Rapids Suite 681, Roseshire, UT 38787",Phillipsview,Alaska,Dominica,48383,Credit Card,Failed,60
TEN4874,Christina Hill,kmiller@gmail.com,+1-854-079-6197x2161,LEASE4374,"Green, Miller and Blake",Unit 37,2022-02-21,2026-01-20,1219.4,2152.94,2025-03-22,"64005 Cory Locks, Kennethport, VT 09842",Cathymouth,Washington,Faroe Islands,67500,Credit Card,Failed,61
TEN4879,Jennifer Carey,chelsea09@johnson-newman.org,001-764-529-3960x8706,LEASE4379,"Conley, Harrison and Snow",Unit 66,2024-04-08,2027-11-02,2566.9,3765.05,2025-03-10,"6138 Michael Estate Apt. 564, North Elizabeth, OK 75313",Benjaminshire,Delaware,Grenada,57708,Bank Transfer,Pending,73
TEN4883,Roger Matthews,kevin29@hotmail.com,020-641-0874,LEASE4383,Baker-Miller,Unit 14,2024-01-21,2025-06-25,1192.9,3399.23,2025-04-18,"66877 Samuel Ranch, Arnoldport, AK 56589",Carrfurt,West Virginia,Ukraine,63667,Cash,Completed,34
TEN4903,Jessica Kim,james07@yahoo.com,(560)758-0922x03779,LEASE4403,"Haynes, Cobb and Schmidt",Unit 94,2022-01-13,2025-07-09,2876.79,2793.12,2025-03-16,"065 Cain Corner Apt. 734, West Steve, AR 38361",East Douglas,Arizona,Latvia,10465,Credit Card,Pending,67
TEN4907,Michael Holmes,toddgabrielle@duarte.org,057.974.4827,LEASE4407,Adams Inc,Unit 28,2023-06-04,2027-05-18,1250.79,1477.32,2025-03-23,"12988 Kelly Turnpike, North Jaredborough, WV 65787",Laurenview,Colorado,Grenada,24690,Standing Order,Failed,60
TEN4911,Chad Hurst,williamlin@christensen-kirby.biz,889.075.6053x5521,LEASE4411,Lawson-Ryan,Unit 19,2021-06-14,2027-09-22,2992.77,1306.27,2025-02-26,"361 Heather Mountains Apt. 750, Kennethmouth, AZ 13016",Brownshire,Delaware,Madagascar,1613,Credit Card,Failed,85
TEN4916,Erik Rice,deannamccarthy@farley.info,896-109-3543,LEASE4416,Garcia-Aguirre,Unit 30,2021-08-04,2028-04-04,1476.09,2876.04,2025-03-07,"21448 Diana Circle Apt. 594, Marthastad, ID 45305",South Michelle,Florida,Taiwan,51459,Cash,In Arrears,76
TEN4926,Kimberly Burton,carrieflores@harrington-stephens.com,(158)536-0661x76602,LEASE4426,Kidd-Hunt,Unit 20,2023-10-30,2028-04-30,2531.75,1179.39,2025-03-08,"24927 Emily Rest Apt. 202, Barnesstad, WY 63591",Staceychester,Idaho,Puerto Rico,93656,Credit Card,Pending,75
TEN4932,Nancy Wolfe,limark@gmail.com,001-874-769-9288x314,LEASE4432,"Huffman, Compton and Mcdaniel",Unit 17,2020-06-10,2027-10-28,2694.59,1876.81,2025-03-03,"365 Long Harbor, Burtonstad, MN 57609",Anthonyville,Delaware,Somalia,83183,Cash,In Arrears,80
TEN4933,Gary Hudson,patrick30@gmail.com,(171)501-1651,LEASE4433,"Booker, Brown and Khan",Unit 88,2022-09-08,2027-02-11,1706.68,3764.21,2025-03-23,"39605 Lisa Green Apt. 274, Greenstad, NH 37503",Lake Michelleshire,New Jersey,Colombia,57917,Bank Transfer,Completed,60
TEN4936,Cristina Dunn DDS,ehall@gmail.com,001-771-704-5732,LEASE4436,Evans and Sons,Unit 19,2022-11-07,2026-11-21,2113.71,2556.06,2025-03-10,"6677 Patrick Via Suite 950, Willisland, ND 67155",Jasonside,Arkansas,Belize,84250,Cash,Failed,73
TEN4941,Christopher Baker,anita40@gmail.com,+1-953-810-0813x02965,LEASE4441,White-Baker,Unit 25,2022-05-07,2026-09-13,550.67,2200.55,2025-02-23,"6591 Parker Green Apt. 126, Lake Jeremyfurt, VT 12792",Lake Davidview,Washington,Myanmar,42958,Bank Transfer,In Arrears,88
TEN4946,Travis Brown,flivingston@bryan.info,(616)065-1362x597,LEASE4446,"Bautista, Peters and Logan",Unit 81,2021-05-29,2027-11-18,2088.11,3975.94,2025-04-01,"10225 Nicole Squares Suite 030, North Kristenchester, MS 30278",Gailberg,North Dakota,Honduras,53095,Standing Order,Failed,51
TEN4947,Steven Henry,kelly00@cooke.com,349.684.3152x7672,LEASE4447,Johnson Group,Unit 72,2022-01-09,2026-10-19,1091.11,975.79,2025-04-04,"0978 Tate Roads, New Thomas, IA 77131",West Alexis,Rhode Island,Nigeria,46417,Standing Order,Failed,48
TEN4950,Dr. Lance Thompson,josejones@howard.com,(366)511-9619,LEASE4450,"Wolf, Yates and Barker",Unit 93,2022-05-24,2027-08-31,1120.17,3045.01,2025-04-12,"3118 Robertson Mall, Port Robertport, FL 48969",West Geoffreyborough,Maryland,American Samoa,79235,Cash,Failed,40
TEN4951,Andrew Jones,nguyenjohn@hotmail.com,001-951-100-4748x3779,LEASE4451,Thompson and Sons,Unit 9,2022-05-31,2028-01-14,1993.11,2833.19,2025-04-05,"6278 Richmond Road Suite 611, Port Anthony, TX 78753",Lake Taraport,Texas,Czech Republic,53747,Bank Transfer,Failed,47
TEN4953,Cassie Jimenez,dunnwilliam@hotmail.com,(098)375-1296x699,LEASE4453,Patton PLC,Unit 32,2021-10-17,2027-01-31,2850.79,2952.54,2025-04-21,"888 Jennifer Street Apt. 650, East Cassieport, MN 07443",Port Kenneth,Louisiana,Jersey,89296,Cash,Failed,31
TEN4965,Devon Aguilar,peterrios@yahoo.com,001-811-520-0776x6147,LEASE4465,Watkins PLC,Unit 18,2024-03-20,2026-11-22,1803.26,1928.09,2025-02-25,"89389 Rachel Radial Suite 809, Williamsmouth, MD 16455",Jonesside,Illinois,Botswana,71855,Credit Card,Failed,86
TEN4966,Stephanie Yu,nicole33@gmail.com,+1-033-130-5278,LEASE4466,Beasley Ltd,Unit 63,2021-02-26,2026-11-22,1078.56,3565.45,2025-03-28,"4033 Rodriguez Expressway Suite 013, New Ashleymouth, CA 55173",Villanuevaton,South Carolina,Paraguay,18024,Bank Transfer,Pending,55
TEN4979,Ian Cardenas,tiffanymendoza@wallace.com,8305771314,LEASE4479,Nguyen-Faulkner,Unit 10,2024-03-06,2027-11-23,2326.74,531.66,2025-04-09,"331 Jessica Ford Suite 305, Lake William, AL 08455",Owensfort,Alabama,Morocco,34611,Cash,In Arrears,43
TEN4980,Valerie Shelton,edward26@gmail.com,497.859.6193x36223,LEASE4480,Zamora-Herman,Unit 13,2022-09-27,2025-07-27,1056.11,1199.52,2025-03-31,"6423 Christian Oval Suite 233, East Emma, HI 57889",East Edwardberg,Arkansas,Zimbabwe,17435,Bank Transfer,Failed,52
TEN4997,Colton Duarte,robingarcia@patel-paul.net,+1-271-603-6434x4305,LEASE4497,Stephens-Compton,Unit 71,2024-01-13,2026-12-15,2013.62,1509.25,2025-03-16,"6521 Tyler Roads Suite 866, Lake Sherrihaven, AK 18348",Brewerton,Kentucky,Tuvalu,76321,Standing Order,Failed,67
TEN4998,Allison Sullivan,hillchristopher@yahoo.com,087-827-1558x7183,LEASE4498,Hill-Garcia,Unit 19,2021-05-10,2025-10-25,1799.6,2575.75,2025-02-28,"29823 Baker Ridge, Sarahport, CO 59876",Christopherport,Oklahoma,Kiribati,5983,Bank Transfer,Pending,83
TEN4999,Olivia Armstrong,jamesramirez@russell.org,(085)035-8148x2103,LEASE4499,Gomez Inc,Unit 79,2023-11-04,2027-07-26,1366.19,1878.24,2025-03-13,"36884 Jessica Estates Suite 488, Farmerton, MS 80049",East Michele,New Mexico,Guam,40771,Cash,In Arrears,70
TEN5000,Victor Lewis,gibbsantonio@farmer.net,474.383.5060,LEASE4500,"Simpson, Sheppard and Wilson",Unit 41,2021-12-22,2027-05-05,630.91,1988.21,2025-03-06,"09532 Aaron Turnpike, Karenland, AZ 48192",New Betty,Connecticut,Tajikistan,87226,Cash,Completed,77
TEN5001,Sally Petty,alexispeters@yahoo.com,(203)644-9650x31168,LEASE4501,Ross-Patrick,Unit 12,2021-01-22,2025-08-24,2140.1,3086.32,2025-03-20,"Unit 0028 Box 0245, DPO AP 09716",North Janettown,Michigan,Singapore,14961,Credit Card,In Arrears,63
TEN5003,Miss Kendra Lawrence,dennis88@yahoo.com,(211)109-9481,LEASE4503,West-Thornton,Unit 13,2020-07-31,2026-12-21,2912.53,2847.07,2025-02-21,"29789 Gary Pass, New Monicaton, AL 50051",West Adam,Utah,Burkina Faso,91697,Credit Card,Completed,90
TEN5007,James Brady,beltranronald@henry-gonzales.org,964-996-9129x856,LEASE4507,Bates Inc,Unit 85,2022-10-05,2026-08-08,1338.26,881.71,2025-04-08,"86415 Knox Run Suite 631, Rachelberg, UT 31974",New Michaelhaven,Florida,South Georgia and the South Sandwich Islands,39398,Bank Transfer,Completed,44
TEN5011,Mary Gilbert,rodriguezjessica@gmail.com,476.034.2572x62710,LEASE4511,Mccall-Jackson,Unit 77,2022-06-10,2027-12-10,1692.15,1444.32,2025-03-23,"2659 Jennifer Place, North Ericton, MT 95632",North Danielleshire,Connecticut,Tunisia,61610,Bank Transfer,Failed,60
TEN5026,Carl Rodriguez,jlee@hotmail.com,+1-827-687-1434x754,LEASE4526,Rush-Cooper,Unit 53,2020-12-18,2025-11-28,1009.16,1755.93,2025-03-30,"21793 Wendy Skyway, Joannfort, RI 91394",North Kimberly,South Dakota,Marshall Islands,4160,Cash,Failed,53
TEN5032,Megan Martin,rmills@miller.com,(116)263-9635,LEASE4532,"Knapp, Garza and Clarke",Unit 17,2021-09-18,2026-09-30,1731.73,1240.3,2025-04-06,"72802 Sanchez Via, East Christopherburgh, TN 20799",Racheltown,North Carolina,Yemen,45391,Cash,Completed,46
TEN5033,Timothy Jones,karen35@moreno.com,785.438.9862x85067,LEASE4533,Reyes-Harris,Unit 57,2021-10-28,2026-12-11,2514.04,3013.53,2025-03-12,"16719 Robinson Walk, Kendraport, OR 29619",South Thomasland,Oregon,Northern Mariana Islands,33201,Standing Order,In Arrears,71
TEN5038,Rodney Compton,tylerhill@russo-hudson.com,001-630-365-7825x956,LEASE4538,"Payne, Fields and Whitehead",Unit 9,2021-03-25,2027-03-10,1968.04,1777.09,2025-04-15,"16119 Kristen Port, Lake Megan, AL 96263",East Johnmouth,Washington,Canada,66492,Credit Card,Completed,37
TEN5043,Stacey Tyler,kevin50@yahoo.com,(360)775-1701,LEASE4543,"Wood, Leblanc and Smith",Unit 46,2021-03-11,2026-01-06,886.13,3558.79,2025-03-21,"48738 Hoover Divide, New Robertobury, PA 92204",Amandabury,New Jersey,Georgia,48322,Bank Transfer,In Arrears,62
TEN5051,Shawn Jones,qhale@smith.com,+1-582-420-3622x5682,LEASE4551,Wilson Inc,Unit 16,2021-01-26,2025-06-04,2264.56,1041.76,2025-04-18,"271 Wagner Roads Apt. 553, Ashleyview, MO 56794",Richardbury,South Carolina,Northern Mariana Islands,34574,Cash,Completed,34
TEN5055,Lori Hall,romerocharles@yahoo.com,374.984.0034x476,LEASE4555,"Young, Robbins and Proctor",Unit 45,2023-12-14,2027-04-04,1938.62,3789.42,2025-02-24,"PSC 0812, Box 0429, APO AE 25145",Levineton,Iowa,Western Sahara,46492,Cash,In Arrears,87
TEN5061,Aimee Thompson,middletonkathleen@yahoo.com,001-575-843-5071x47414,LEASE4561,Steele-Roberts,Unit 21,2023-06-23,2026-09-14,681.06,3653.69,2025-04-13,"79424 Jeremy Path Apt. 384, Jamesborough, WV 09052",Lake Mary,North Carolina,Belgium,94123,Bank Transfer,Failed,39
TEN5067,Candace Collins,matthewarmstrong@hotmail.com,(223)789-6908x9344,LEASE4567,Yates Group,Unit 19,2022-11-29,2025-12-26,552.61,953.68,2025-02-24,"8132 Aaron Gardens, Dukefort, NC 58977",West Dawnfort,Indiana,Qatar,71289,Cash,Completed,87
TEN5070,Tyler Barajas,jasonbishop@yahoo.com,(766)432-3942x45979,LEASE4570,Medina-Turner,Unit 74,2023-06-06,2027-08-28,883.14,3444.41,2025-04-12,"USNS Allen, FPO AP 23062",North Jose,Arizona,Belize,62564,Credit Card,In Arrears,40
TEN5075,Jordan Shea,tommyjohnson@davis.info,(213)632-8124,LEASE4575,Miranda-Wilson,Unit 10,2021-04-10,2026-02-05,2483.0,2020.91,2025-03-08,"8723 Galvan Mountain, Davisfort, NJ 99884",Johnshire,Minnesota,Grenada,83071,Credit Card,Pending,75
TEN5097,Joseph Larsen,millerheather@scott.org,001-752-154-5553x2680,LEASE4597,Thomas Ltd,Unit 75,2021-08-04,2028-03-10,567.54,1706.18,2025-03-31,"Unit 9904 Box 1062, DPO AP 97969",Port Jamesside,South Carolina,France,34544,Credit Card,In Arrears,52
TEN5107,Timothy Lam,krystal47@hotmail.com,811-001-0215x163,LEASE4607,Jefferson Inc,Unit 80,2021-06-27,2026-06-23,1644.07,3962.27,2025-03-21,"PSC 0558, Box 8702, APO AP 02647",Gambleview,Florida,Bangladesh,80762,Credit Card,Completed,62
TEN5108,Kenneth Baker,angela71@goodman.net,908-159-7445,LEASE4608,"Davis, Clark and Bates",Unit 66,2023-08-22,2026-11-22,2399.16,3963.98,2025-04-21,"463 Chambers Tunnel Apt. 655, New Reginastad, NE 04822",Josephbury,Virginia,India,72796,Standing Order,Pending,31
TEN5118,Patrick Carter,rogerhopkins@hotmail.com,(583)762-2524,LEASE4618,"Acevedo, Hernandez and Wood",Unit 90,2021-06-08,2027-12-02,2931.2,3487.85,2025-04-08,"31587 Mitchell Lodge, Andrewberg, WV 15462",North Nicholas,Indiana,Niue,63468,Credit Card,Failed,44
TEN5129,Michelle Young,gina48@murray-rodgers.biz,791.937.1834x319,LEASE4629,Daniels-Duarte,Unit 13,2020-12-17,2026-04-02,1111.78,2753.74,2025-04-19,"0927 Valdez Shore Apt. 168, West John, ID 30758",Santosville,Florida,Switzerland,99866,Bank Transfer,Completed,33
TEN5156,Wendy Wells,langkimberly@moody-patterson.org,+1-292-682-5548x09894,LEASE4656,Wheeler Ltd,Unit 34,2022-04-29,2025-10-25,799.54,938.16,2025-03-23,"7676 Barr Path Suite 933, Lake Rachel, UT 72486",Gomezview,Iowa,Gambia,89353,Bank Transfer,In Arrears,60
TEN5171,Angela Bell,thickman@gmail.com,9933776246,LEASE4671,Haynes PLC,Unit 48,2024-04-10,2028-01-15,2250.57,2330.7,2025-04-17,"23527 James Circle, Whitestad, LA 16549",Port Christy,New Hampshire,Iceland,24655,Bank Transfer,Completed,35
TEN5178,Tina Robbins,pgomez@hotmail.com,001-954-274-7697x98588,LEASE4678,Fleming and Sons,Unit 36,2022-06-24,2025-07-29,1169.07,1450.88,2025-03-23,"9882 Tyler Hollow, North Heatherhaven, FL 98605",South Loriburgh,Georgia,Mexico,88151,Cash,Completed,60
TEN5181,Martin Murray,xdouglas@hotmail.com,950.429.2259x80501,LEASE4681,"Williams, Odom and Wiggins",Unit 1,2020-10-10,2026-04-04,1855.04,766.88,2025-02-24,"115 Oscar Stream, North Taylorberg, DC 67612",New Michaelview,Wyoming,Fiji,17314,Credit Card,Completed,87
TEN5191,Yvonne Maldonado,michaelmoore@brooks.com,(637)828-7605,LEASE4691,"Gay, Valentine and Harrison",Unit 35,2021-05-08,2028-04-05,758.83,3660.02,2025-04-10,"072 Alexandra Stream Apt. 132, Simmonsbury, TN 71451",East Derek,Florida,Mayotte,76468,Credit Card,In Arrears,42
TEN5200,Craig Hall,kellyhenry@hotmail.com,505.659.1060,LEASE4700,Chambers-Scott,Unit 46,2023-12-26,2028-01-11,784.81,3859.99,2025-03-29,"087 Heather Meadow Apt. 478, Lake Jason, WA 92095",Grayton,New Mexico,Benin,45877,Bank Transfer,In Arrears,54
TEN5210,Kathleen Smith,hlopez@yahoo.com,340.948.9938,LEASE4710,"Wright, Harper and Orozco",Unit 69,2023-07-31,2027-12-31,551.78,3195.39,2025-03-24,"7472 Eric Passage Suite 381, South Amanda, MO 72377",Marcobury,North Carolina,Madagascar,86529,Cash,Completed,59
TEN5219,Derrick Trujillo,nicole45@willis.com,414.981.6538x96487,LEASE4719,Wood-King,Unit 60,2020-09-09,2025-08-19,2278.33,1545.19,2025-02-28,"3281 Julia Mews, Ericksonhaven, OR 53240",New Brandiburgh,Arizona,British Virgin Islands,56617,Credit Card,In Arrears,83
TEN5222,Kelly Vang,mstewart@craig-turner.com,+1-332-918-9452,LEASE4722,Jones-Rocha,Unit 76,2020-09-18,2026-11-20,2381.1,2185.38,2025-03-19,"22144 Kristina Roads, Lauraborough, OH 40657",Susanchester,Kansas,Slovakia (Slovak Republic),52244,Bank Transfer,Failed,64
TEN5223,Debra Ruiz,carrsteven@yahoo.com,(484)448-5206,LEASE4723,Daniels and Sons,Unit 41,2023-05-04,2025-09-06,1202.59,1301.83,2025-03-23,"2946 Munoz Valley, Port Michelletown, IA 80734",East Katie,Iowa,Mauritius,90815,Cash,Failed,60
TEN5236,Jessica Chung,sarah74@johnson.com,855.842.9782,LEASE4736,"Martinez, Garrett and Scott",Unit 44,2021-07-31,2028-02-05,1942.8,2870.5,2025-04-07,"014 Sanders Forges Suite 436, Russellside, IN 06011",New Javier,Wisconsin,Georgia,8633,Cash,Pending,45
TEN5242,Wayne Allen,margaretjohnson@yahoo.com,822.303.8682x2818,LEASE4742,Haynes-Navarro,Unit 9,2023-10-24,2025-10-14,1694.7,817.54,2025-04-18,"115 Christopher Well Suite 895, Port Kim, WY 84710",North Nicole,New Hampshire,Timor-Leste,30854,Standing Order,Pending,34
TEN5251,Jeremiah Thomas,pgilbert@hotmail.com,+1-155-159-3925,LEASE4751,Torres-Kelly,Unit 65,2022-08-22,2027-09-10,517.77,3655.13,2025-02-28,"40975 David Brook Apt. 315, Johnsonfurt, VT 85153",Ramirezview,Alaska,Cape Verde,29510,Standing Order,Failed,83
TEN5255,Brett Colon,christina04@wilson-underwood.com,+1-276-176-1488,LEASE4755,"Howell, Watts and Cunningham",Unit 31,2023-08-16,2026-01-04,995.14,3788.31,2025-04-18,"66187 Nicholas Coves, West Joseph, MD 99569",Andrewborough,Arkansas,Botswana,74567,Credit Card,Completed,34
TEN5268,Lisa Hamilton,ryan71@miller-carpenter.com,+1-434-021-0134x657,LEASE4768,"Conley, Rich and Banks",Unit 14,2020-06-21,2028-01-27,1079.78,3025.43,2025-03-23,"55640 Holden Landing Suite 889, Williamtown, MD 77680",North Wendyfort,Minnesota,Bahamas,97741,Bank Transfer,Failed,60
TEN5270,Christopher Miller,hollowaykimberly@becker-banks.com,+1-872-635-8688,LEASE4770,Conway Group,Unit 56,2022-02-08,2027-06-13,1564.4,2920.9,2025-02-23,"046 Perez Mews, Lake Sonya, UT 41906",Lake Sandra,Illinois,Yemen,99342,Credit Card,Pending,88
TEN5279,Alyssa Harris,roblesjoyce@hotmail.com,516.757.7345x2378,LEASE4779,"Gray, Vazquez and Lynch",Unit 85,2021-09-11,2028-02-16,2174.84,2276.03,2025-03-30,"5281 Aaron Bridge, North Barbaraborough, NC 10452",Tommymouth,Maryland,Czech Republic,77416,Bank Transfer,Pending,53
TEN5291,Kelsey Wheeler,mullinsandrew@wilcox-garrison.biz,0587030087,LEASE4791,Rich-Walker,Unit 63,2022-04-08,2026-03-14,1861.28,3031.43,2025-04-19,"386 Lewis Locks Apt. 987, Mercadoland, OR 44813",Lake Jackie,Maine,Cameroon,52658,Bank Transfer,Completed,33
TEN5295,Thomas Miller,igarcia@webster.net,001-361-418-5772x7461,LEASE4795,Charles-Harris,Unit 48,2023-09-26,2026-11-12,730.37,3815.24,2025-03-21,"2805 Day Curve Apt. 420, Daletown, WY 68284",Mcfarlandton,North Carolina,Jersey,89522,Bank Transfer,Completed,62
TEN5306,Dr. Patricia Armstrong MD,dunnchristian@jensen.com,779-068-6506,LEASE4806,Henderson Ltd,Unit 63,2023-03-12,2027-12-02,505.28,2866.27,2025-04-19,"Unit 5177 Box 1345, DPO AP 11037",Josephshire,New York,Comoros,71073,Standing Order,In Arrears,33
TEN5311,Daniel Foley,trevorvalencia@tate.com,097.491.9005,LEASE4811,"Wilson, Garcia and Hill",Unit 6,2020-06-21,2027-05-16,2881.45,1095.07,2025-03-04,"472 Lisa Greens, New Kelly, MO 76203",Blanchardburgh,Texas,Marshall Islands,17550,Bank Transfer,Pending,79
TEN5319,Michael Kelly,benjaminpark@hotmail.com,(525)415-9134x06303,LEASE4819,"Gibson, Kaufman and Haney",Unit 18,2023-05-12,2026-10-13,589.42,3118.76,2025-03-15,"3500 Daniel Lane Suite 164, Bernardfort, TN 00531",Brownchester,Maryland,Canada,50603,Credit Card,Failed,68
TEN5320,Alejandro Gilbert,sellis@yahoo.com,728.536.2635x9120,LEASE4820,Harvey-Burns,Unit 30,2020-08-31,2026-05-04,1402.47,2026.99,2025-04-03,"27924 Cook Flats, Jennaton, NJ 27336",New Alicia,Massachusetts,Burundi,28567,Credit Card,Pending,49
TEN5336,Alison Ortiz,jerry80@hotmail.com,363.355.7897x9480,LEASE4836,Martin Inc,Unit 19,2021-02-05,2028-03-30,2382.81,3457.42,2025-04-15,"547 Montoya Underpass, North Billystad, AK 51738",New Ashleyberg,Oregon,Libyan Arab Jamahiriya,68642,Standing Order,Failed,37
TEN5345,Tyler Peters,ywu@roberts.info,001-642-208-5391x040,LEASE4845,Campbell Inc,Unit 74,2021-10-28,2028-02-09,2397.73,3589.4,2025-03-02,"PSC 5086, Box 2675, APO AA 04988",South Nathanview,Washington,Russian Federation,67035,Credit Card,Pending,81
TEN5347,Johnny Miller,bpeterson@yahoo.com,(714)901-0554,LEASE4847,Peterson Ltd,Unit 9,2022-02-24,2026-11-05,793.54,710.79,2025-03-30,"520 Robertson Run, Lisachester, RI 40948",New Nancyfurt,Virginia,Chad,57841,Standing Order,Pending,53
TEN5349,James Graves,mccormickjames@brown.com,001-838-910-7732,LEASE4849,Valdez and Sons,Unit 85,2022-05-03,2025-12-08,1518.49,2952.89,2025-03-22,"9970 Mcdonald Manor, Jameshaven, ID 77673",Cantrellstad,Missouri,Argentina,61015,Standing Order,Pending,61
TEN5351,Amber Rodriguez,michael12@hamilton-barker.com,001-880-121-4167,LEASE4851,"Franklin, Owens and Evans",Unit 61,2020-08-01,2027-12-25,804.59,1947.92,2025-04-02,"36182 Samantha Cape, Lucerochester, FL 37248",Port Randy,New Jersey,Saint Helena,53762,Standing Order,Pending,50
TEN5353,Matthew Lopez,max61@ortiz-reed.com,7863921427,LEASE4853,Taylor LLC,Unit 28,2020-10-18,2025-11-21,1690.58,725.51,2025-04-17,"92044 Hawkins Garden Apt. 618, Johnview, IA 53591",South Erin,Florida,Saudi Arabia,25592,Cash,In Arrears,35
TEN5357,Dawn King,marvinmoore@gmail.com,230-509-6545x9335,LEASE4857,"Smith, Guerrero and Haynes",Unit 94,2023-02-04,2027-02-13,2882.63,3001.31,2025-03-09,"21307 Jennifer Mill, Guzmanmouth, ME 25785",Jessicaville,Washington,Afghanistan,58751,Cash,Failed,74
TEN5364,Jackson Rivera,smithaaron@gmail.com,(492)770-7776x760,LEASE4864,Goodman-Morris,Unit 67,2020-08-19,2028-02-04,1062.36,3466.49,2025-02-25,"Unit 8409 Box 4312, DPO AP 98458",Port Noahbury,New York,Peru,43969,Bank Transfer,Completed,86
TEN5374,Victoria Tucker,lynchcharles@gmail.com,314-521-2707x0529,LEASE4874,"Davidson, Callahan and Reynolds",Unit 6,2023-11-22,2027-12-22,2605.31,1503.61,2025-03-17,"83238 Anthony Terrace Suite 607, Lake Taylor, NY 89065",West Jeffrey,Oregon,Mauritius,61711,Standing Order,Completed,66
TEN5379,Kyle Hill,carlwallace@sanchez-garcia.info,+1-965-875-2819x839,LEASE4879,"Black, Smith and Johnson",Unit 90,2023-01-13,2027-06-01,2823.04,3261.15,2025-03-12,"488 Smith Path Suite 571, Lake Jessica, TN 07563",Danielshire,New York,Montenegro,55049,Bank Transfer,Pending,71
TEN5392,Robert Guerra,sean52@marshall.com,+1-256-032-3311x24900,LEASE4892,Brown LLC,Unit 95,2022-07-06,2026-09-08,1368.05,3399.04,2025-04-08,"0086 Burton Mall Suite 659, Pageside, UT 87963",Thomasbury,Illinois,Kuwait,2500,Cash,Failed,44
TEN5410,Beth Young,holtxavier@yahoo.com,+1-771-973-3768x4773,LEASE4910,"Coleman, Smith and Beard",Unit 36,2023-09-13,2025-06-24,1121.62,3054.32,2025-03-23,"64850 Erik Orchard Suite 873, East Margaret, MS 68141",Goodmanhaven,Hawaii,Jersey,12069,Standing Order,In Arrears,60
TEN5418,Frank Miller,lisagutierrez@bowman.com,530.483.2838x178,LEASE4918,"Knight, Kim and Atkins",Unit 30,2023-05-20,2026-04-02,1083.74,2650.54,2025-04-10,"181 Kristin Union Apt. 757, Port Mark, ID 71766",Diamondberg,Missouri,Venezuela,18999,Credit Card,Completed,42
TEN5432,Kimberly Jones,margaret65@gmail.com,029-892-1397,LEASE4932,Kirk-Wright,Unit 5,2023-04-06,2026-06-17,1190.42,3557.1,2025-03-23,"Unit 0973 Box 3666, DPO AP 51274",North George,Nebraska,Mozambique,22315,Standing Order,In Arrears,60
TEN5446,Nicholas Green,deleontiffany@yahoo.com,3877258088,LEASE4946,Tucker and Sons,Unit 93,2021-09-21,2025-12-06,729.67,2993.51,2025-03-08,"88718 Joshua Square, Antonioshire, WI 81147",Russellburgh,Tennessee,Guyana,71798,Cash,Pending,75
TEN5461,Cody Sanchez,ramosgregory@mcneil-mullen.com,112.432.0529x05592,LEASE4961,Henderson PLC,Unit 73,2022-11-15,2026-10-27,2165.1,3505.71,2025-04-13,"8640 Simpson Greens Suite 204, West Diana, WI 27875",Mooreborough,Minnesota,Chad,44950,Credit Card,In Arrears,39
TEN5470,Nicholas Soto,cherylroberson@hotmail.com,001-292-477-4090x25706,LEASE4970,Huang LLC,Unit 77,2021-01-30,2026-10-28,2113.96,2281.68,2025-03-01,"721 Michael Walk, Chentown, MA 36484",East Robert,Oregon,Ethiopia,6943,Cash,In Arrears,82
TEN5472,Jenny Jones,matthewtyler@hotmail.com,332.865.9725x433,LEASE4972,Price-Jennings,Unit 74,2024-05-03,2025-10-16,2510.09,3063.72,2025-02-27,"32446 Stephanie Drive, Port Samantha, CT 00923",North Thomasview,Utah,Qatar,9802,Bank Transfer,Failed,84
TEN5475,Alicia Smith,cindytravis@french-martinez.biz,309.843.4257x52406,LEASE4975,Moore Ltd,Unit 76,2023-06-11,2028-01-23,2556.76,3287.15,2025-03-16,"71790 Stevens Course, East Melissaburgh, TX 77800",Dianemouth,New Hampshire,Djibouti,51192,Bank Transfer,In Arrears,67
TEN5477,Keith Wagner,christopherhernandez@yahoo.com,(758)500-3109x5294,LEASE4977,Farley and Sons,Unit 76,2021-01-31,2025-08-16,689.38,3906.58,2025-03-13,"0762 Melanie Square, Lake Thomas, GA 50685",West Paul,Nevada,Gambia,1353,Bank Transfer,In Arrears,70
TEN5478,Victoria Taylor,jason68@yahoo.com,001-791-087-2460x50612,LEASE4978,Griffin LLC,Unit 93,2021-05-21,2026-03-07,1897.53,1825.34,2025-03-07,"71266 Shepherd Stream Suite 537, Dylanchester, LA 14812",New Michelle,Colorado,China,14824,Standing Order,In Arrears,76
